,Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,"_Sales,_General_and_Admin._",Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry,operating income,Years,Gross_profit,operating expenditure
544,EMN,Year 1,12/31/2012,"8,102,000,000.00","6,340,000,000.00","644,000,000.00","198,000,000.00",0.00,Materials,Diversified Chemicals,"920,000,000.00",2012,"1,762,000,000.00","842,000,000.00"
545,EMN,Year 2,12/31/2013,"9,350,000,000.00","6,574,000,000.00","645,000,000.00","193,000,000.00",0.00,Materials,Diversified Chemicals,"1,938,000,000.00",2013,"2,776,000,000.00","838,000,000.00"
546,EMN,Year 3,12/31/2014,"9,527,000,000.00","7,306,000,000.00","755,000,000.00","227,000,000.00",0.00,Materials,Diversified Chemicals,"1,239,000,000.00",2014,"2,221,000,000.00","982,000,000.00"
547,EMN,Year 4,12/31/2015,"9,648,000,000.00","7,068,000,000.00","762,000,000.00","251,000,000.00",0.00,Materials,Diversified Chemicals,"1,567,000,000.00",2015,"2,580,000,000.00","1,013,000,000.00"
548,EMR,Year 1,9/30/2013,"24,669,000,000.00","14,717,000,000.00","6,010,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"3,942,000,000.00",2013,"9,952,000,000.00","6,010,000,000.00"
549,EMR,Year 2,9/30/2014,"17,733,000,000.00","9,971,000,000.00","4,375,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"3,387,000,000.00",2014,"7,762,000,000.00","4,375,000,000.00"
550,EMR,Year 3,9/30/2015,"16,249,000,000.00","9,241,000,000.00","4,065,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"2,943,000,000.00",2015,"7,008,000,000.00","4,065,000,000.00"
551,EMR,Year 4,9/30/2016,"14,522,000,000.00","8,260,000,000.00","3,758,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"2,504,000,000.00",2016,"6,262,000,000.00","3,758,000,000.00"
552,EOG,Year 1,12/31/2012,"11,682,636,000.00","1,699,428,000.00","3,862,434,000.00",0.00,"3,169,703,000.00",Energy,Oil & Gas Exploration & Production,"2,951,071,000.00",2012,"9,983,208,000.00","7,032,137,000.00"
553,EOG,Year 2,12/31/2013,"14,487,118,000.00","2,066,893,000.00","4,621,096,000.00",0.00,"3,600,976,000.00",Energy,Oil & Gas Exploration & Production,"4,198,153,000.00",2013,"12,420,225,000.00","8,222,072,000.00"
554,EOG,Year 3,12/31/2014,"18,035,340,000.00","2,534,389,000.00","5,285,634,000.00",0.00,"3,997,041,000.00",Energy,Oil & Gas Exploration & Production,"6,218,276,000.00",2014,"15,500,951,000.00","9,282,675,000.00"
555,EOG,Year 4,12/31/2015,"8,757,428,000.00","2,177,757,000.00","3,174,320,000.00",0.00,"3,313,644,000.00",Energy,Oil & Gas Exploration & Production,"91,707,000.00",2015,"6,579,671,000.00","6,487,964,000.00"
556,EQIX,Year 1,12/31/2012,"1,887,376,000.00","944,617,000.00","531,180,000.00",0.00,0.00,Real Estate,REITs,"411,579,000.00",2012,"942,759,000.00","531,180,000.00"
557,EQIX,Year 2,12/31/2013,"2,152,766,000.00","1,064,403,000.00","621,413,000.00",0.00,0.00,Real Estate,REITs,"466,950,000.00",2013,"1,088,363,000.00","621,413,000.00"
558,EQIX,Year 3,12/31/2014,"2,443,776,000.00","1,197,885,000.00","734,119,000.00",0.00,0.00,Real Estate,REITs,"511,772,000.00",2014,"1,245,891,000.00","734,119,000.00"
559,EQIX,Year 4,12/31/2015,"2,725,867,000.00","1,291,506,000.00","825,296,000.00",0.00,0.00,Real Estate,REITs,"609,065,000.00",2015,"1,434,361,000.00","825,296,000.00"
560,EQR,Year 1,12/31/2012,"1,747,502,000.00","625,507,000.00","47,233,000.00",0.00,"560,669,000.00",Real Estate,REITs,"514,093,000.00",2012,"1,121,995,000.00","607,902,000.00"
561,EQR,Year 2,12/31/2013,"2,387,702,000.00","834,228,000.00","62,179,000.00",0.00,"978,973,000.00",Real Estate,REITs,"512,322,000.00",2013,"1,553,474,000.00","1,041,152,000.00"
562,EQR,Year 3,12/31/2014,"2,614,748,000.00","883,564,000.00","50,948,000.00",0.00,"758,861,000.00",Real Estate,REITs,"921,375,000.00",2014,"1,731,184,000.00","809,809,000.00"
563,EQR,Year 4,12/31/2015,"2,744,965,000.00","905,168,000.00","65,082,000.00",0.00,"765,895,000.00",Real Estate,REITs,"1,008,820,000.00",2015,"1,839,797,000.00","830,977,000.00"
564,EQT,Year 1,12/31/2013,"1,859,177,000.00","354,561,000.00","200,849,000.00",0.00,"653,132,000.00",Energy,Oil & Gas Exploration & Production,"650,635,000.00",2013,"1,504,616,000.00","853,981,000.00"
565,EQT,Year 2,12/31/2014,"2,388,768,000.00","443,974,000.00","238,134,000.00",0.00,"679,298,000.00",Energy,Oil & Gas Exploration & Production,"1,027,362,000.00",2014,"1,944,794,000.00","917,432,000.00"
566,EQT,Year 3,12/31/2015,"1,954,000,000.00","523,043,000.00","249,925,000.00",0.00,"819,216,000.00",Energy,Oil & Gas Exploration & Production,"361,816,000.00",2015,"1,430,957,000.00","1,069,141,000.00"
567,EQT,Year 4,12/31/2016,"1,857,339,000.00","613,909,000.00","272,747,000.00",0.00,"927,920,000.00",Energy,Oil & Gas Exploration & Production,"42,763,000.00",2016,"1,243,430,000.00","1,200,667,000.00"
568,ES,Year 1,12/31/2012,"6,273,787,000.00","3,667,434,000.00","747,356,000.00",0.00,"740,791,000.00",Utilities,MultiUtilities,"1,118,206,000.00",2012,"2,606,353,000.00","1,488,147,000.00"
569,ES,Year 2,12/31/2013,"7,301,204,000.00","3,997,940,000.00","914,149,000.00",0.00,"859,680,000.00",Utilities,MultiUtilities,"1,529,435,000.00",2013,"3,303,264,000.00","1,773,829,000.00"
570,ES,Year 3,12/31/2014,"7,741,856,000.00","4,449,139,000.00","1,034,507,000.00",0.00,"625,361,000.00",Utilities,MultiUtilities,"1,632,849,000.00",2014,"3,292,717,000.00","1,659,868,000.00"
571,ES,Year 4,12/31/2015,"7,954,827,000.00","4,416,194,000.00","1,086,274,000.00",0.00,"688,195,000.00",Utilities,MultiUtilities,"1,764,164,000.00",2015,"3,538,633,000.00","1,774,469,000.00"
572,ESS,Year 1,12/31/2012,"535,153,000.00","172,167,000.00","24,573,000.00",0.00,"169,173,000.00",Real Estate,Residential REITs,"169,240,000.00",2012,"362,986,000.00","193,746,000.00"
573,ESS,Year 2,12/31/2013,"610,590,000.00","197,336,000.00","26,684,000.00",0.00,"192,420,000.00",Real Estate,Residential REITs,"194,150,000.00",2013,"413,254,000.00","219,104,000.00"
574,ESS,Year 3,12/31/2014,"970,938,000.00","312,546,000.00","40,878,000.00",0.00,"360,592,000.00",Real Estate,Residential REITs,"256,922,000.00",2014,"658,392,000.00","401,470,000.00"
575,ESS,Year 4,12/31/2015,"1,194,407,000.00","363,508,000.00","40,090,000.00",0.00,"453,423,000.00",Real Estate,Residential REITs,"337,386,000.00",2015,"830,899,000.00","493,513,000.00"
576,ETFC,Year 1,12/31/2012,"1,365,000,000.00",$-,"921,000,000.00",0.00,"471,000,000.00",Financials,Investment Banking & Brokerage,#VALUE!,2012,#VALUE!,"1,392,000,000.00"
577,ETFC,Year 2,12/31/2013,"1,466,000,000.00",$-,"888,000,000.00",0.00,"256,000,000.00",Financials,Investment Banking & Brokerage,#VALUE!,2013,#VALUE!,"1,144,000,000.00"
578,ETFC,Year 3,12/31/2014,"1,665,000,000.00",$-,"958,000,000.00",0.00,"136,000,000.00",Financials,Investment Banking & Brokerage,#VALUE!,2014,#VALUE!,"1,094,000,000.00"
579,ETFC,Year 4,12/31/2015,"1,403,000,000.00",$-,"1,048,000,000.00",0.00,"61,000,000.00",Financials,Investment Banking & Brokerage,#VALUE!,2015,#VALUE!,"1,109,000,000.00"
580,ETN,Year 1,12/31/2012,"16,311,000,000.00","11,448,000,000.00","2,894,000,000.00","439,000,000.00",0.00,Industrials,Industrial Conglomerates,"1,530,000,000.00",2012,"4,863,000,000.00","3,333,000,000.00"
581,ETN,Year 2,12/31/2013,"22,046,000,000.00","15,369,000,000.00","3,886,000,000.00","644,000,000.00",0.00,Industrials,Industrial Conglomerates,"2,147,000,000.00",2013,"6,677,000,000.00","4,530,000,000.00"
582,ETN,Year 3,12/31/2014,"22,552,000,000.00","15,646,000,000.00","3,810,000,000.00","647,000,000.00",0.00,Industrials,Industrial Conglomerates,"2,449,000,000.00",2014,"6,906,000,000.00","4,457,000,000.00"
583,ETN,Year 4,12/31/2015,"20,855,000,000.00","14,292,000,000.00","3,596,000,000.00","625,000,000.00",0.00,Industrials,Industrial Conglomerates,"2,342,000,000.00",2015,"6,563,000,000.00","4,221,000,000.00"
584,ETR,Year 1,12/31/2012,"10,302,079,000.00","6,583,627,000.00","917,162,000.00",0.00,"1,144,585,000.00",Utilities,Electric Utilities,"1,656,705,000.00",2012,"3,718,452,000.00","2,061,747,000.00"
585,ETR,Year 2,12/31/2013,"11,390,947,000.00","7,588,885,000.00","888,051,000.00",0.00,"1,261,044,000.00",Utilities,Electric Utilities,"1,652,967,000.00",2013,"3,802,062,000.00","2,149,095,000.00"
586,ETR,Year 3,12/31/2014,"12,494,921,000.00","8,126,187,000.00","863,455,000.00",0.00,"1,318,638,000.00",Utilities,Electric Utilities,"2,186,641,000.00",2014,"4,368,734,000.00","2,182,093,000.00"
587,ETR,Year 4,12/31/2015,"11,513,251,000.00","7,449,273,000.00","1,074,998,000.00",0.00,"1,337,276,000.00",Utilities,Electric Utilities,"1,651,704,000.00",2015,"4,063,978,000.00","2,412,274,000.00"
588,EW,Year 1,12/31/2012,"1,899,600,000.00","491,000,000.00","697,400,000.00","291,300,000.00",0.00,Health Care,Health Care Equipment,"419,900,000.00",2012,"1,408,600,000.00","988,700,000.00"
589,EW,Year 2,12/31/2013,"2,045,500,000.00","516,600,000.00","749,700,000.00","323,000,000.00",0.00,Health Care,Health Care Equipment,"456,200,000.00",2013,"1,528,900,000.00","1,072,700,000.00"
590,EW,Year 3,12/31/2014,"2,322,900,000.00","625,600,000.00","928,700,000.00","346,500,000.00",0.00,Health Care,Health Care Equipment,"422,100,000.00",2014,"1,697,300,000.00","1,275,200,000.00"
591,EW,Year 4,12/31/2015,"2,493,700,000.00","617,200,000.00","850,700,000.00","383,100,000.00",0.00,Health Care,Health Care Equipment,"642,700,000.00",2015,"1,876,500,000.00","1,233,800,000.00"
592,EXC,Year 1,12/31/2013,"24,888,000,000.00","17,994,000,000.00","1,095,000,000.00",0.00,"2,153,000,000.00",Utilities,MultiUtilities,"3,646,000,000.00",2013,"6,894,000,000.00","3,248,000,000.00"
593,EXC,Year 2,12/31/2014,"27,429,000,000.00","21,571,000,000.00","1,154,000,000.00",0.00,"2,314,000,000.00",Utilities,MultiUtilities,"2,390,000,000.00",2014,"5,858,000,000.00","3,468,000,000.00"
594,EXC,Year 3,12/31/2015,"29,447,000,000.00","21,406,000,000.00","1,200,000,000.00",0.00,"2,450,000,000.00",Utilities,MultiUtilities,"4,391,000,000.00",2015,"8,041,000,000.00","3,650,000,000.00"
595,EXC,Year 4,12/31/2016,"31,360,000,000.00","22,688,000,000.00","1,576,000,000.00",0.00,"3,936,000,000.00",Utilities,MultiUtilities,"3,160,000,000.00",2016,"8,672,000,000.00","5,512,000,000.00"
596,EXPD,Year 1,12/31/2012,"5,992,215,000.00","4,156,845,000.00","1,264,632,000.00",0.00,"39,940,000.00",Industrials,Air Freight & Logistics,"530,798,000.00",2012,"1,835,370,000.00","1,304,572,000.00"
597,EXPD,Year 2,12/31/2013,"6,080,257,000.00","4,197,404,000.00","1,282,709,000.00",0.00,"48,071,000.00",Industrials,Air Freight & Logistics,"552,073,000.00",2013,"1,882,853,000.00","1,330,780,000.00"
598,EXPD,Year 3,12/31/2014,"6,564,721,000.00","4,583,294,000.00","1,337,487,000.00",0.00,"49,292,000.00",Industrials,Air Freight & Logistics,"594,648,000.00",2014,"1,981,427,000.00","1,386,779,000.00"
599,EXPD,Year 4,12/31/2015,"6,616,632,000.00","4,428,855,000.00","1,420,281,000.00",0.00,"46,012,000.00",Industrials,Air Freight & Logistics,"721,484,000.00",2015,"2,187,777,000.00","1,466,293,000.00"
600,EXPE,Year 1,12/31/2013,"4,771,259,000.00","1,038,034,000.00","3,151,043,000.00",0.00,"71,731,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"510,451,000.00",2013,"3,733,225,000.00","3,222,774,000.00"
601,EXPE,Year 2,12/31/2014,"5,763,485,000.00","1,179,081,000.00","3,919,856,000.00",0.00,"76,773,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"587,775,000.00",2014,"4,584,404,000.00","3,996,629,000.00"
602,EXPE,Year 3,12/31/2015,"6,672,317,000.00","1,309,559,000.00","4,785,243,000.00",0.00,"156,458,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"421,057,000.00",2015,"5,362,758,000.00","4,941,701,000.00"
603,EXPE,Year 4,12/31/2016,"8,773,564,000.00","1,596,698,000.00","6,280,728,000.00",0.00,"317,141,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"578,997,000.00",2016,"7,176,866,000.00","6,597,869,000.00"
604,EXR,Year 1,12/31/2012,"409,396,000.00","114,028,000.00","58,323,000.00",0.00,"74,453,000.00",Real Estate,Specialized REITs,"162,592,000.00",2012,"295,368,000.00","132,776,000.00"
605,EXR,Year 2,12/31/2013,"520,613,000.00","140,012,000.00","63,268,000.00",0.00,"95,232,000.00",Real Estate,Specialized REITs,"222,101,000.00",2013,"380,601,000.00","158,500,000.00"
606,EXR,Year 3,12/31/2014,"647,155,000.00","172,416,000.00","71,369,000.00",0.00,"115,076,000.00",Real Estate,Specialized REITs,"288,294,000.00",2014,"474,739,000.00","186,445,000.00"
607,EXR,Year 4,12/31/2015,"782,270,000.00","203,965,000.00","80,791,000.00",0.00,"133,457,000.00",Real Estate,Specialized REITs,"364,057,000.00",2015,"578,305,000.00","214,248,000.00"
608,F,Year 1,12/31/2013,"146,917,000,000.00","123,050,000,000.00","10,850,000,000.00",0.00,0.00,Consumer Discretionary,Automobile Manufacturers,"13,017,000,000.00",2013,"23,867,000,000.00","10,850,000,000.00"
609,F,Year 2,12/31/2014,"144,077,000,000.00","131,903,000,000.00","11,842,000,000.00",0.00,0.00,Consumer Discretionary,Automobile Manufacturers,"332,000,000.00",2014,"12,174,000,000.00","11,842,000,000.00"
610,F,Year 3,12/31/2015,"149,558,000,000.00","131,409,000,000.00","10,502,000,000.00",0.00,0.00,Consumer Discretionary,Automobile Manufacturers,"7,647,000,000.00",2015,"18,149,000,000.00","10,502,000,000.00"
611,F,Year 4,12/31/2016,"151,800,000,000.00","135,488,000,000.00","12,196,000,000.00",0.00,0.00,Consumer Discretionary,Automobile Manufacturers,"4,116,000,000.00",2016,"16,312,000,000.00","12,196,000,000.00"
612,FAST,Year 1,12/31/2013,"3,326,106,000.00","1,606,661,000.00","1,007,431,000.00",0.00,0.00,Industrials,Building Products,"712,014,000.00",2013,"1,719,445,000.00","1,007,431,000.00"
613,FAST,Year 2,12/31/2014,"3,733,507,000.00","1,836,105,000.00","1,110,776,000.00",0.00,0.00,Industrials,Building Products,"786,626,000.00",2014,"1,897,402,000.00","1,110,776,000.00"
614,FAST,Year 3,12/31/2015,"3,869,187,000.00","1,920,253,000.00","1,121,590,000.00",0.00,0.00,Industrials,Building Products,"827,344,000.00",2015,"1,948,934,000.00","1,121,590,000.00"
615,FAST,Year 4,12/31/2016,"3,962,036,000.00","1,997,259,000.00","1,169,470,000.00",0.00,0.00,Industrials,Building Products,"795,307,000.00",2016,"1,964,777,000.00","1,169,470,000.00"
616,FB,Year 1,12/31/2013,"7,872,000,000.00","1,875,000,000.00","1,778,000,000.00","1,415,000,000.00",0.00,Information Technology,Internet Software & Services,"2,804,000,000.00",2013,"5,997,000,000.00","3,193,000,000.00"
617,FB,Year 2,12/31/2014,"12,466,000,000.00","2,153,000,000.00","2,653,000,000.00","2,666,000,000.00",0.00,Information Technology,Internet Software & Services,"4,994,000,000.00",2014,"10,313,000,000.00","5,319,000,000.00"
618,FB,Year 3,12/31/2015,"17,928,000,000.00","2,867,000,000.00","4,020,000,000.00","4,816,000,000.00",0.00,Information Technology,Internet Software & Services,"6,225,000,000.00",2015,"15,061,000,000.00","8,836,000,000.00"
619,FB,Year 4,12/31/2016,"27,638,000,000.00","3,789,000,000.00","5,503,000,000.00","5,919,000,000.00",0.00,Information Technology,Internet Software & Services,"12,427,000,000.00",2016,"23,849,000,000.00","11,422,000,000.00"
620,FBHS,Year 1,12/31/2012,"3,134,800,000.00","2,093,200,000.00","873,100,000.00",0.00,"7,400,000.00",Industrials,Building Products,"161,100,000.00",2012,"1,041,600,000.00","880,500,000.00"
621,FBHS,Year 2,12/31/2013,"3,703,600,000.00","2,408,500,000.00","938,700,000.00",0.00,"9,400,000.00",Industrials,Building Products,"347,000,000.00",2013,"1,295,100,000.00","948,100,000.00"
622,FBHS,Year 3,12/31/2014,"4,013,600,000.00","2,646,700,000.00","943,300,000.00",0.00,"13,100,000.00",Industrials,Building Products,"410,500,000.00",2014,"1,366,900,000.00","956,400,000.00"
623,FBHS,Year 4,12/31/2015,"4,579,400,000.00","2,997,500,000.00","1,047,600,000.00",0.00,"21,600,000.00",Industrials,Building Products,"512,700,000.00",2015,"1,581,900,000.00","1,069,200,000.00"
624,FCX,Year 1,12/31/2012,"18,010,000,000.00","11,561,000,000.00","431,000,000.00","285,000,000.00",0.00,Materials,Copper,"5,733,000,000.00",2012,"6,449,000,000.00","716,000,000.00"
625,FCX,Year 2,12/31/2013,"20,921,000,000.00","14,637,000,000.00","657,000,000.00","210,000,000.00",0.00,Materials,Copper,"5,417,000,000.00",2013,"6,284,000,000.00","867,000,000.00"
626,FCX,Year 3,12/31/2014,"21,438,000,000.00","19,504,000,000.00","592,000,000.00","126,000,000.00",0.00,Materials,Copper,"1,216,000,000.00",2014,"1,934,000,000.00","718,000,000.00"
627,FCX,Year 4,12/31/2015,"15,877,000,000.00","28,524,000,000.00","569,000,000.00","127,000,000.00",0.00,Materials,Copper,"(13,343,000,000.00)",2015,"(12,647,000,000.00)","696,000,000.00"
628,FDX,Year 1,5/31/2013,"44,287,000,000.00","16,448,000,000.00","20,359,000,000.00",0.00,"2,386,000,000.00",Industrials,Air Freight & Logistics,"5,094,000,000.00",2013,"27,839,000,000.00","22,745,000,000.00"
629,FDX,Year 2,5/31/2014,"45,567,000,000.00","17,052,000,000.00","22,113,000,000.00",0.00,"2,587,000,000.00",Industrials,Air Freight & Logistics,"3,815,000,000.00",2014,"28,515,000,000.00","24,700,000,000.00"
630,FDX,Year 3,5/31/2015,"47,453,000,000.00","16,984,000,000.00","25,715,000,000.00",0.00,"2,611,000,000.00",Industrials,Air Freight & Logistics,"2,143,000,000.00",2015,"30,469,000,000.00","28,326,000,000.00"
631,FDX,Year 4,5/31/2016,"50,365,000,000.00","17,327,000,000.00","27,330,000,000.00",0.00,"2,631,000,000.00",Industrials,Air Freight & Logistics,"3,077,000,000.00",2016,"33,038,000,000.00","29,961,000,000.00"
632,FE,Year 1,12/31/2012,"15,255,000,000.00","6,717,000,000.00","5,353,000,000.00",0.00,"1,051,000,000.00",Utilities,Electric Utilities,"2,134,000,000.00",2012,"8,538,000,000.00","6,404,000,000.00"
633,FE,Year 2,12/31/2013,"14,892,000,000.00","6,459,000,000.00","4,315,000,000.00",0.00,"1,741,000,000.00",Utilities,Electric Utilities,"2,377,000,000.00",2013,"8,433,000,000.00","6,056,000,000.00"
634,FE,Year 3,12/31/2014,"15,049,000,000.00","6,996,000,000.00","5,759,000,000.00",0.00,"1,232,000,000.00",Utilities,Electric Utilities,"1,062,000,000.00",2014,"8,053,000,000.00","6,991,000,000.00"
635,FE,Year 4,12/31/2015,"15,026,000,000.00","6,173,000,000.00","4,969,000,000.00",0.00,"1,550,000,000.00",Utilities,Electric Utilities,"2,334,000,000.00",2015,"8,853,000,000.00","6,519,000,000.00"
636,FFIV,Year 1,9/30/2013,"1,481,314,000.00","253,047,000.00","587,835,000.00","209,614,000.00",0.00,Information Technology,Networking Equipment,"430,818,000.00",2013,"1,228,267,000.00","797,449,000.00"
637,FFIV,Year 2,9/30/2014,"1,732,046,000.00","309,959,000.00","664,738,000.00","263,792,000.00",0.00,Information Technology,Networking Equipment,"493,557,000.00",2014,"1,422,087,000.00","928,530,000.00"
638,FFIV,Year 3,9/30/2015,"1,919,823,000.00","332,261,000.00","738,080,000.00","296,583,000.00",0.00,Information Technology,Networking Equipment,"552,899,000.00",2015,"1,587,562,000.00","1,034,663,000.00"
639,FFIV,Year 4,9/30/2016,"1,995,034,000.00","337,205,000.00","767,174,000.00","334,227,000.00",0.00,Information Technology,Networking Equipment,"556,428,000.00",2016,"1,657,829,000.00","1,101,401,000.00"
640,FIS,Year 1,12/31/2012,"5,795,800,000.00","3,956,200,000.00","763,300,000.00",0.00,0.00,Information Technology,Internet Software & Services,"1,076,300,000.00",2012,"1,839,600,000.00","763,300,000.00"
641,FIS,Year 2,12/31/2013,"6,063,400,000.00","4,092,700,000.00","907,800,000.00",0.00,0.00,Information Technology,Internet Software & Services,"1,062,900,000.00",2013,"1,970,700,000.00","907,800,000.00"
642,FIS,Year 3,12/31/2014,"6,413,800,000.00","4,328,300,000.00","814,900,000.00",0.00,0.00,Information Technology,Internet Software & Services,"1,270,600,000.00",2014,"2,085,500,000.00","814,900,000.00"
643,FIS,Year 4,12/31/2015,"6,595,200,000.00","4,393,200,000.00","1,102,800,000.00",0.00,0.00,Information Technology,Internet Software & Services,"1,099,200,000.00",2015,"2,202,000,000.00","1,102,800,000.00"
644,FISV,Year 1,12/31/2012,"4,436,000,000.00","2,564,000,000.00","824,000,000.00",0.00,0.00,Information Technology,Internet Software & Services,"1,048,000,000.00",2012,"1,872,000,000.00","824,000,000.00"
645,FISV,Year 2,12/31/2013,"4,814,000,000.00","2,776,000,000.00","977,000,000.00",0.00,0.00,Information Technology,Internet Software & Services,"1,061,000,000.00",2013,"2,038,000,000.00","977,000,000.00"
